order_id,order_date,customer_id,gender,age_group,region,category,product,quantity,unit_price,discount,revenue,channel,status
ORD02604,2023-06-08,CUST0590,Female,25-34,Central,Home & Kitchen,Coffee Maker,3,141.02,0.0,423.06,Organic Search,Completed
ORD02605,2023-01-04,CUST0038,Other,35-44,West,Home & Kitchen,Blender,1,162.86,0.0,162.86,Email,Returned
ORD02606,2023-07-21,CUST0761,Female,55+,Central,Books,Self-Help Guide,1,31.8,0.0,31.8,Direct,Completed
ORD02607,2023-03-03,CUST0830,Other,18-24,Central,Books,Novel,1,47.03,0.0,47.03,Paid Ad,Cancelled
ORD02608,2023-05-29,CUST0538,Male,55+,North,Home & Kitchen,Blender,3,143.2,0.15,365.16,Email,Completed
ORD02609,2023-08-28,CUST0428,Female,45-54,East,Electronics,Phone Case,2,104.53,0.05,198.61,Organic Search,Cancelled
ORD02610,2023-03-12,CUST1177,Other,18-24,East,Beauty,Moisturiser,2,65.02,0.0,130.04,Direct,Completed
ORD02611,2023-09-29,CUST1037,Male,35-44,North,Books,Cook Book,1,45.11,0.15,38.34,Email,Completed
ORD02612,2023-01-18,CUST0578,Other,55+,West,Home & Kitchen,Scented Candle,3,196.64,0.0,589.92,Direct,Completed
ORD02613,2023-05-21,CUST0270,Male,45-54,Central,Electronics,Phone Case,1,274.65,0.0,274.65,Paid Ad,Cancelled
ORD02614,2023-09-04,CUST1200,Other,35-44,South,Electronics,Phone Case,1,48.98,0.1,44.08,Direct,Completed
ORD02615,2023-06-08,CUST0467,Other,25-34,East,Home & Kitchen,Air Fryer,1,79.2,0.15,67.32,Social Media,Completed
ORD02616,2023-04-01,CUST0335,Other,25-34,East,Electronics,Wireless Earbuds,1,76.12,0.1,68.51,Paid Ad,Completed
ORD02617,2023-06-19,CUST0354,Female,18-24,East,Books,Cook Book,1,41.05,0.0,41.05,Paid Ad,Completed
ORD02618,2023-05-27,CUST1052,Other,25-34,Central,Clothing,Sneakers,2,137.42,0.0,274.84,Direct,Cancelled
ORD02619,2023-09-30,CUST0990,Female,45-54,South,Electronics,Smart Watch,2,83.68,0.05,158.99,Organic Search,Completed
ORD02620,2023-06-07,CUST0158,Female,45-54,North,Home & Kitchen,Blender,2,24.15,0.0,48.3,Paid Ad,Completed
ORD02621,2023-09-16,CUST1099,Male,55+,North,Home & Kitchen,Blender,1,94.17,0.2,75.34,Social Media,Returned
ORD02622,2023-10-16,CUST1162,Other,18-24,East,Electronics,Bluetooth Speaker,2,187.63,0.05,356.5,Email,Completed
ORD02623,2023-07-05,CUST0911,Other,45-54,South,Books,Cook Book,1,19.35,0.05,18.38,Paid Ad,Completed
ORD02624,2023-10-22,CUST0289,Other,25-34,Central,Clothing,T-Shirt,2,20.52,0.05,38.99,Email,Completed
ORD02625,2023-06-23,CUST0653,Male,55+,South,Clothing,Jeans,1,13.24,0.0,13.24,Email,Cancelled
ORD02626,2023-11-17,CUST0817,Male,25-34,Central,Clothing,Hoodie,2,67.53,0.05,128.31,Social Media,Completed
ORD02627,2023-03-26,CUST0353,Other,25-34,East,Books,Self-Help Guide,1,49.76,0.2,39.81,Social Media,Returned
ORD02628,2023-08-24,CUST1068,Other,55+,South,Clothing,T-Shirt,1,13.15,0.0,13.15,Email,Cancelled
ORD02629,2023-07-18,CUST0723,Female,25-34,West,Books,Self-Help Guide,1,40.11,0.0,40.11,Social Media,Completed
ORD02630,2023-06-25,CUST1050,Other,18-24,North,Electronics,Smart Watch,3,313.74,0.0,941.22,Direct,Cancelled
ORD02631,2023-08-13,CUST0413,Male,55+,North,Clothing,Hoodie,3,12.83,0.1,34.64,Direct,Returned
ORD02632,2023-08-27,CUST0963,Male,18-24,North,Beauty,Sunscreen,3,8.41,0.1,22.71,Organic Search,Completed
ORD02633,2023-01-19,CUST0549,Male,18-24,West,Clothing,Jeans,1,80.58,0.05,76.55,Paid Ad,Completed
ORD02634,2023-04-26,CUST0100,Female,35-44,South,Clothing,Sneakers,1,22.21,0.05,21.1,Direct,Cancelled
ORD02635,2023-08-29,CUST0142,Female,25-34,South,Home & Kitchen,Coffee Maker,2,16.38,0.15,27.85,Paid Ad,Completed
ORD02636,2023-08-20,CUST0975,Other,18-24,West,Home & Kitchen,Air Fryer,1,132.62,0.0,132.62,Direct,Returned
ORD02637,2023-11-18,CUST0314,Female,25-34,East,Books,Cook Book,1,49.25,0.0,49.25,Direct,Completed
ORD02638,2023-09-09,CUST0651,Female,55+,Central,Electronics,Bluetooth Speaker,1,145.4,0.0,145.4,Organic Search,Returned
ORD02639,2023-11-09,CUST0030,Other,18-24,West,Electronics,Phone Case,1,266.85,0.2,213.48,Direct,Completed
ORD02640,2023-08-27,CUST1198,Other,45-54,West,Clothing,Jeans,2,108.27,0.15,184.06,Direct,Completed
ORD02641,2023-06-03,CUST0302,Male,45-54,North,Electronics,Phone Case,2,15.37,0.0,30.74,Organic Search,Completed
ORD02642,2023-04-02,CUST0681,Other,55+,Central,Beauty,Hair Mask,2,82.64,0.1,148.75,Direct,Completed
ORD02643,2023-09-14,CUST0466,Other,55+,Central,Home & Kitchen,Air Fryer,3,108.42,0.0,325.26,Organic Search,Cancelled
ORD02644,2023-08-15,CUST0749,Female,25-34,East,Home & Kitchen,Bed Sheets,2,108.94,0.0,217.88,Organic Search,Completed
ORD02645,2023-03-03,CUST0326,Female,25-34,North,Electronics,Phone Case,5,262.17,0.05,1245.31,Paid Ad,Completed
ORD02646,2023-06-19,CUST0812,Female,55+,North,Clothing,Jeans,1,152.97,0.05,145.32,Direct,Completed
ORD02647,2023-11-13,CUST0880,Male,35-44,South,Electronics,Phone Case,2,68.32,0.0,136.64,Organic Search,Completed
ORD02648,2023-07-19,CUST0861,Female,55+,North,Home & Kitchen,Bed Sheets,3,160.45,0.0,481.35,Email,Completed
ORD02649,2023-07-05,CUST0006,Male,35-44,South,Beauty,Lip Balm,5,15.19,0.0,75.95,Email,Returned
ORD02650,2023-07-10,CUST0178,Female,55+,Central,Electronics,USB Hub,5,86.57,0.15,367.92,Social Media,Completed
ORD02651,2023-05-09,CUST1108,Other,55+,East,Beauty,Moisturiser,3,83.64,0.0,250.92,Direct,Completed
ORD02652,2023-06-21,CUST1154,Other,35-44,South,Electronics,Smart Watch,3,311.93,0.1,842.21,Social Media,Returned
ORD02653,2023-06-21,CUST0483,Male,45-54,Central,Home & Kitchen,Scented Candle,4,185.55,0.15,630.87,Paid Ad,Returned
ORD02654,2023-03-06,CUST1187,Female,55+,South,Home & Kitchen,Coffee Maker,1,147.29,0.05,139.93,Organic Search,Completed
ORD02655,2023-09-11,CUST0878,Male,45-54,North,Books,Data Science Handbook,3,30.16,0.0,90.48,Social Media,Completed
ORD02656,2023-07-01,CUST1131,Other,25-34,West,Books,Cook Book,1,37.5,0.05,35.62,Social Media,Returned
ORD02657,2023-09-24,CUST0912,Other,18-24,West,Beauty,Moisturiser,1,33.81,0.05,32.12,Email,Returned
ORD02658,2023-10-02,CUST1116,Other,18-24,North,Clothing,Jeans,1,111.68,0.1,100.51,Direct,Cancelled
ORD02659,2023-05-10,CUST1195,Other,18-24,North,Home & Kitchen,Bed Sheets,1,167.28,0.0,167.28,Organic Search,Completed
ORD02660,2023-08-18,CUST0800,Male,25-34,North,Clothing,T-Shirt,1,105.71,0.05,100.42,Paid Ad,Returned
ORD02661,2023-07-13,CUST0421,Male,25-34,East,Books,Data Science Handbook,2,31.76,0.0,63.52,Direct,Completed
ORD02662,2023-10-12,CUST0818,Other,45-54,North,Books,Python Programming,1,40.21,0.0,40.21,Organic Search,Completed
ORD02663,2023-05-11,CUST1121,Other,45-54,Central,Electronics,USB Hub,3,24.33,0.1,65.69,Direct,Completed
ORD02664,2023-08-22,CUST0202,Male,18-24,North,Electronics,USB Hub,2,231.76,0.05,440.34,Direct,Completed
ORD02665,2023-08-08,CUST0795,Female,25-34,North,Books,Python Programming,1,38.5,0.15,32.73,Direct,Completed
ORD02666,2023-06-03,CUST0301,Female,35-44,Central,Books,Python Programming,1,29.37,0.0,29.37,Direct,Cancelled
ORD02667,2023-04-15,CUST1048,Female,55+,Central,Electronics,USB Hub,1,218.24,0.0,218.24,Email,Completed
ORD02668,2023-08-17,CUST0862,Other,18-24,South,Home & Kitchen,Bed Sheets,1,203.48,0.0,203.48,Email,Completed
ORD02669,2023-09-04,CUST0462,Female,18-24,East,Clothing,Jacket,2,81.51,0.1,146.72,Paid Ad,Completed
ORD02670,2023-06-08,CUST0208,Female,18-24,Central,Clothing,Sneakers,1,14.23,0.0,14.23,Paid Ad,Completed
ORD02671,2023-08-15,CUST0652,Male,25-34,South,Electronics,Bluetooth Speaker,1,128.99,0.1,116.09,Email,Completed
ORD02672,2023-06-27,CUST0456,Other,55+,North,Clothing,T-Shirt,2,100.17,0.05,190.32,Direct,Completed
ORD02673,2023-08-29,CUST1101,Other,35-44,East,Home & Kitchen,Blender,1,65.32,0.2,52.26,Paid Ad,Completed
ORD02674,2023-05-06,CUST0210,Male,45-54,East,Beauty,Hair Mask,4,12.3,0.2,39.36,Paid Ad,Completed
ORD02675,2023-10-15,CUST0910,Female,25-34,North,Beauty,Hair Mask,1,77.62,0.05,73.74,Organic Search,Completed
ORD02676,2023-06-01,CUST0077,Male,18-24,South,Home & Kitchen,Bed Sheets,3,182.02,0.05,518.76,Direct,Returned
ORD02677,2023-06-20,CUST0292,Other,35-44,North,Books,Novel,2,37.04,0.15,62.97,Paid Ad,Completed
ORD02678,2023-03-09,CUST0969,Other,45-54,North,Books,Self-Help Guide,2,24.79,0.0,49.58,Direct,Completed
ORD02679,2023-04-05,CUST0611,Female,35-44,South,Electronics,Smart Watch,1,289.5,0.15,246.07,Organic Search,Completed
ORD02680,2023-07-22,CUST1037,Male,35-44,North,Clothing,Jeans,1,115.01,0.1,103.51,Paid Ad,Completed
ORD02681,2023-05-26,CUST0302,Male,45-54,North,Clothing,Sneakers,2,73.5,0.0,147.0,Email,Completed
ORD02682,2023-09-28,CUST0078,Male,45-54,West,Electronics,Phone Case,3,337.18,0.0,1011.54,Paid Ad,Cancelled
ORD02683,2023-02-04,CUST0336,Other,18-24,East,Books,Self-Help Guide,4,34.28,0.05,130.26,Paid Ad,Completed
ORD02684,2023-06-23,CUST1127,Female,18-24,North,Electronics,Wireless Earbuds,5,140.93,0.0,704.65,Social Media,Completed
ORD02685,2023-06-13,CUST0425,Other,18-24,South,Clothing,Jacket,1,84.72,0.15,72.01,Social Media,Completed
ORD02686,2023-02-09,CUST0708,Other,45-54,West,Books,Novel,1,41.32,0.1,37.19,Direct,Completed
ORD02687,2023-04-10,CUST0236,Female,55+,South,Clothing,T-Shirt,1,166.83,0.1,150.15,Email,Completed
ORD02688,2023-07-01,CUST1052,Other,25-34,Central,Clothing,Hoodie,1,14.21,0.0,14.21,Organic Search,Returned
ORD02689,2023-07-17,CUST0203,Other,45-54,South,Home & Kitchen,Air Fryer,4,145.56,0.15,494.9,Paid Ad,Completed
ORD02690,2023-06-29,CUST0523,Male,45-54,West,Books,Novel,4,26.17,0.1,94.21,Direct,Completed
ORD02691,2023-07-25,CUST0257,Female,55+,West,Home & Kitchen,Bed Sheets,2,70.44,0.0,140.88,Direct,Returned
ORD02692,2023-08-06,CUST0311,Female,55+,South,Electronics,Smart Watch,3,340.32,0.0,1020.96,Email,Completed
ORD02693,2023-01-29,CUST0384,Other,25-34,Central,Beauty,Face Serum,2,54.74,0.0,109.48,Organic Search,Cancelled
ORD02694,2023-07-12,CUST0774,Female,55+,South,Books,Novel,1,25.72,0.05,24.43,Email,Returned
ORD02695,2023-11-17,CUST0493,Other,35-44,Central,Clothing,T-Shirt,5,12.25,0.1,55.12,Social Media,Completed
ORD02696,2023-07-23,CUST0451,Male,18-24,North,Books,Python Programming,3,14.32,0.0,42.96,Social Media,Cancelled
ORD02697,2023-08-22,CUST0868,Female,55+,East,Home & Kitchen,Air Fryer,5,25.2,0.1,113.4,Direct,Completed
ORD02698,2023-06-07,CUST0927,Male,45-54,South,Books,Novel,2,24.83,0.0,49.66,Direct,Completed
ORD02699,2023-09-12,CUST0056,Male,18-24,North,Clothing,Hoodie,1,58.38,0.0,58.38,Direct,Completed
ORD02700,2023-09-12,CUST0739,Female,18-24,South,Electronics,Bluetooth Speaker,1,35.99,0.0,35.99,Email,Completed
ORD02701,2023-07-23,CUST1003,Female,45-54,Central,Electronics,Phone Case,1,287.54,0.0,287.54,Paid Ad,Returned
ORD02702,2023-11-25,CUST0782,Female,45-54,East,Electronics,USB Hub,3,210.83,0.1,569.24,Direct,Completed
ORD02703,2023-04-10,CUST0539,Other,45-54,West,Clothing,Jeans,1,119.41,0.0,119.41,Organic Search,Completed
ORD02704,2023-02-06,CUST1122,Other,55+,East,Home & Kitchen,Air Fryer,3,55.43,0.1,149.66,Social Media,Completed
ORD02705,2023-09-11,CUST0556,Other,35-44,South,Beauty,Hair Mask,2,35.49,0.2,56.78,Social Media,Completed
ORD02706,2023-09-20,CUST0469,Other,35-44,East,Books,Novel,1,30.61,0.15,26.02,Direct,Completed
ORD02707,2023-04-08,CUST0566,Female,18-24,East,Clothing,Jeans,1,172.73,0.15,146.82,Email,Completed
ORD02708,2023-05-26,CUST0191,Male,18-24,South,Clothing,Sneakers,3,61.12,0.0,183.36,Organic Search,Completed
ORD02709,2023-02-07,CUST0649,Other,35-44,South,Home & Kitchen,Scented Candle,2,106.18,0.05,201.74,Paid Ad,Completed
ORD02710,2023-06-02,CUST0903,Other,35-44,North,Electronics,Wireless Earbuds,2,111.99,0.0,223.98,Email,Returned
ORD02711,2023-09-12,CUST1029,Male,45-54,West,Clothing,Jacket,2,44.65,0.1,80.37,Organic Search,Completed
ORD02712,2023-07-22,CUST1193,Other,25-34,Central,Electronics,USB Hub,1,175.94,0.0,175.94,Organic Search,Completed
ORD02713,2023-06-16,CUST0350,Male,35-44,North,Electronics,Wireless Earbuds,1,98.81,0.05,93.87,Organic Search,Completed
ORD02714,2023-06-21,CUST0831,Female,35-44,South,Clothing,Jacket,1,25.04,0.0,25.04,Direct,Completed
ORD02715,2023-01-11,CUST1123,Female,55+,East,Clothing,Jeans,1,67.55,0.0,67.55,Organic Search,Completed
ORD02716,2023-06-04,CUST0148,Other,35-44,South,Books,Cook Book,1,38.86,0.1,34.97,Social Media,Completed
ORD02717,2023-08-16,CUST0112,Female,45-54,Central,Electronics,Smart Watch,1,19.1,0.0,19.1,Paid Ad,Cancelled
ORD02718,2023-11-24,CUST0039,Female,55+,North,Clothing,Hoodie,2,176.1,0.0,352.2,Social Media,Completed
ORD02719,2023-10-01,CUST0838,Other,55+,West,Electronics,Wireless Earbuds,3,47.11,0.0,141.33,Email,Completed
ORD02720,2023-02-13,CUST0040,Other,35-44,East,Electronics,Wireless Earbuds,2,100.79,0.05,191.5,Organic Search,Returned
ORD02721,2023-10-18,CUST0278,Female,35-44,Central,Clothing,Jeans,2,46.58,0.0,93.16,Paid Ad,Completed
ORD02722,2023-09-14,CUST0361,Male,55+,West,Electronics,Bluetooth Speaker,5,92.76,0.0,463.8,Organic Search,Completed
ORD02723,2023-09-14,CUST0095,Male,55+,West,Clothing,T-Shirt,2,28.06,0.05,53.31,Organic Search,Completed
ORD02724,2023-07-10,CUST0395,Other,25-34,South,Books,Self-Help Guide,1,33.11,0.05,31.45,Paid Ad,Completed
ORD02725,2023-06-27,CUST0325,Male,45-54,North,Clothing,Jacket,5,75.64,0.1,340.38,Paid Ad,Cancelled
ORD02726,2023-06-05,CUST0381,Male,18-24,Central,Electronics,Phone Case,1,242.56,0.0,242.56,Direct,Returned
ORD02727,2023-03-14,CUST0541,Male,25-34,West,Electronics,Bluetooth Speaker,1,219.15,0.0,219.15,Direct,Cancelled
ORD02728,2023-05-15,CUST1195,Other,18-24,North,Clothing,Jeans,2,56.96,0.1,102.53,Social Media,Completed
ORD02729,2023-05-21,CUST0497,Other,55+,West,Clothing,Sneakers,1,118.96,0.15,101.12,Social Media,Cancelled
ORD02730,2023-07-16,CUST0829,Female,55+,Central,Home & Kitchen,Blender,1,47.24,0.0,47.24,Organic Search,Completed
ORD02731,2023-09-06,CUST1153,Other,55+,South,Home & Kitchen,Bed Sheets,1,216.19,0.1,194.57,Organic Search,Completed
ORD02732,2023-07-14,CUST1047,Male,55+,East,Clothing,Sneakers,1,173.35,0.0,173.35,Organic Search,Cancelled
ORD02733,2023-03-09,CUST0757,Other,25-34,Central,Beauty,Sunscreen,1,31.91,0.1,28.72,Paid Ad,Completed
ORD02734,2023-11-13,CUST0555,Female,35-44,East,Clothing,Jacket,1,129.26,0.15,109.87,Email,Returned
ORD02735,2023-11-05,CUST0836,Male,45-54,East,Home & Kitchen,Coffee Maker,2,80.99,0.05,153.88,Paid Ad,Cancelled
ORD02736,2023-09-15,CUST0796,Female,35-44,Central,Home & Kitchen,Blender,1,167.07,0.0,167.07,Email,Cancelled
ORD02737,2023-12-09,CUST0857,Other,45-54,West,Electronics,Wireless Earbuds,1,128.48,0.05,122.06,Paid Ad,Cancelled
ORD02738,2023-07-28,CUST1124,Other,18-24,North,Beauty,Hair Mask,4,29.53,0.0,118.12,Social Media,Cancelled
ORD02739,2023-11-16,CUST0806,Male,25-34,West,Home & Kitchen,Coffee Maker,1,150.44,0.1,135.4,Direct,Completed
ORD02740,2023-03-19,CUST1119,Female,45-54,Central,Electronics,Phone Case,1,212.73,0.05,202.09,Organic Search,Returned
ORD02741,2023-06-20,CUST1056,Male,25-34,Central,Electronics,Smart Watch,2,240.73,0.0,481.46,Paid Ad,Returned
ORD02742,2023-05-14,CUST0778,Female,25-34,East,Electronics,Smart Watch,3,22.75,0.0,68.25,Organic Search,Returned
ORD02743,2023-05-05,CUST0988,Male,18-24,South,Home & Kitchen,Air Fryer,1,208.03,0.05,197.63,Direct,Completed
ORD02744,2023-04-16,CUST0270,Male,45-54,Central,Home & Kitchen,Coffee Maker,1,91.19,0.0,91.19,Organic Search,Completed
ORD02745,2023-08-11,CUST0813,Female,25-34,North,Clothing,Jeans,1,111.48,0.1,100.33,Paid Ad,Completed
ORD02746,2023-09-14,CUST0796,Female,35-44,Central,Home & Kitchen,Coffee Maker,5,167.22,0.05,794.29,Social Media,Completed
ORD02747,2023-08-03,CUST0285,Male,25-34,Central,Books,Data Science Handbook,1,51.11,0.0,51.11,Direct,Cancelled
ORD02748,2023-04-19,CUST1036,Female,45-54,West,Home & Kitchen,Blender,1,12.38,0.05,11.76,Organic Search,Completed
ORD02749,2023-09-21,CUST0943,Female,55+,North,Electronics,Phone Case,1,250.34,0.0,250.34,Organic Search,Cancelled
ORD02750,2023-08-14,CUST0674,Other,55+,West,Clothing,T-Shirt,4,81.16,0.0,324.64,Paid Ad,Cancelled
ORD02751,2023-06-25,CUST1170,Female,25-34,South,Electronics,Wireless Earbuds,1,335.24,0.0,335.24,Organic Search,Completed
ORD02752,2023-08-21,CUST0167,Female,45-54,North,Clothing,Jeans,1,107.37,0.05,102.0,Paid Ad,Completed
ORD02753,2023-05-24,CUST0988,Male,18-24,South,Electronics,Bluetooth Speaker,4,87.17,0.0,348.68,Paid Ad,Completed
ORD02754,2023-06-15,CUST0544,Other,18-24,Central,Clothing,T-Shirt,3,59.28,0.05,168.95,Organic Search,Completed
ORD02755,2023-10-25,CUST0515,Female,35-44,South,Beauty,Sunscreen,1,47.97,0.0,47.97,Direct,Completed
ORD02756,2023-06-01,CUST0171,Male,55+,South,Electronics,Wireless Earbuds,2,341.73,0.1,615.11,Organic Search,Completed
ORD02757,2023-07-13,CUST0855,Female,35-44,North,Books,Data Science Handbook,1,50.0,0.05,47.5,Email,Completed
ORD02758,2023-10-15,CUST0082,Male,18-24,South,Clothing,Jacket,2,179.87,0.0,359.74,Paid Ad,Completed
ORD02759,2023-08-28,CUST0620,Male,35-44,North,Electronics,Smart Watch,4,101.37,0.15,344.66,Direct,Completed
ORD02760,2023-03-12,CUST0980,Female,25-34,Central,Books,Python Programming,1,17.85,0.0,17.85,Direct,Completed
ORD02761,2023-04-19,CUST0164,Male,55+,South,Clothing,Jacket,4,28.75,0.0,115.0,Social Media,Returned
ORD02762,2023-01-25,CUST0201,Female,35-44,North,Electronics,Wireless Earbuds,1,279.89,0.15,237.91,Direct,Completed
ORD02763,2023-08-13,CUST0009,Male,25-34,North,Beauty,Face Serum,1,89.7,0.0,89.7,Paid Ad,Cancelled
ORD02764,2023-07-08,CUST0941,Male,35-44,West,Home & Kitchen,Air Fryer,1,70.76,0.1,63.68,Social Media,Completed
ORD02765,2023-04-14,CUST0437,Female,55+,North,Electronics,Phone Case,1,327.85,0.15,278.67,Email,Returned
ORD02766,2023-11-13,CUST0147,Male,35-44,Central,Books,Self-Help Guide,1,31.07,0.0,31.07,Paid Ad,Cancelled
ORD02767,2023-07-25,CUST0228,Other,18-24,West,Books,Python Programming,2,9.76,0.0,19.52,Email,Completed
ORD02768,2023-05-19,CUST0582,Other,35-44,West,Books,Self-Help Guide,2,15.96,0.0,31.92,Organic Search,Completed
ORD02769,2023-07-19,CUST0888,Female,55+,East,Home & Kitchen,Air Fryer,1,203.22,0.0,203.22,Paid Ad,Returned
ORD02770,2023-08-22,CUST0662,Other,18-24,South,Electronics,USB Hub,1,99.85,0.0,99.85,Paid Ad,Returned
ORD02771,2023-03-19,CUST0134,Other,18-24,North,Home & Kitchen,Air Fryer,2,10.42,0.0,20.84,Email,Cancelled
ORD02772,2023-05-28,CUST0873,Other,45-54,Central,Clothing,Jacket,2,58.35,0.15,99.19,Email,Cancelled
ORD02773,2023-09-20,CUST0063,Other,45-54,West,Electronics,USB Hub,2,343.96,0.2,550.34,Social Media,Completed
ORD02774,2023-07-11,CUST0824,Other,35-44,South,Home & Kitchen,Blender,1,100.86,0.05,95.82,Paid Ad,Completed
ORD02775,2023-07-28,CUST0919,Male,25-34,West,Clothing,Jacket,1,61.77,0.2,49.42,Organic Search,Returned
ORD02776,2023-07-05,CUST0054,Other,35-44,Central,Electronics,Phone Case,2,59.65,0.0,119.3,Social Media,Returned
ORD02777,2023-03-01,CUST0563,Female,35-44,North,Books,Novel,1,9.06,0.0,9.06,Organic Search,Completed
ORD02778,2023-04-25,CUST0369,Other,35-44,East,Electronics,Phone Case,5,185.6,0.0,928.0,Social Media,Completed
ORD02779,2023-07-08,CUST0008,Other,35-44,Central,Books,Cook Book,3,28.92,0.15,73.75,Email,Returned
ORD02780,2023-05-09,CUST0206,Male,25-34,East,Clothing,T-Shirt,5,124.95,0.1,562.27,Email,Completed
ORD02781,2023-03-05,CUST0228,Other,18-24,West,Clothing,T-Shirt,1,91.25,0.05,86.69,Organic Search,Completed
ORD02782,2023-09-30,CUST0359,Other,45-54,East,Books,Data Science Handbook,1,14.58,0.0,14.58,Direct,Completed
ORD02783,2023-11-29,CUST0395,Other,25-34,South,Electronics,USB Hub,1,108.04,0.0,108.04,Social Media,Cancelled
ORD02784,2023-09-17,CUST1136,Other,35-44,South,Home & Kitchen,Blender,1,16.71,0.0,16.71,Social Media,Returned
ORD02785,2023-10-03,CUST0237,Male,25-34,South,Home & Kitchen,Air Fryer,4,57.92,0.0,231.68,Paid Ad,Completed
ORD02786,2023-05-19,CUST0299,Male,45-54,South,Home & Kitchen,Blender,5,50.79,0.15,215.86,Paid Ad,Cancelled
ORD02787,2023-11-15,CUST0737,Male,18-24,South,Home & Kitchen,Air Fryer,1,176.22,0.0,176.22,Email,Cancelled
ORD02788,2023-05-06,CUST1107,Other,25-34,Central,Beauty,Moisturiser,2,70.01,0.0,140.02,Organic Search,Completed
ORD02789,2023-11-10,CUST0675,Male,45-54,South,Electronics,Bluetooth Speaker,1,49.28,0.15,41.89,Paid Ad,Completed
ORD02790,2023-12-14,CUST0196,Other,45-54,Central,Electronics,Bluetooth Speaker,1,306.98,0.1,276.28,Social Media,Completed
ORD02791,2023-08-29,CUST0264,Male,18-24,North,Clothing,Sneakers,1,146.38,0.15,124.42,Direct,Completed
ORD02792,2023-11-29,CUST0790,Other,18-24,North,Electronics,USB Hub,4,240.84,0.0,963.36,Paid Ad,Completed
ORD02793,2023-08-01,CUST0466,Other,55+,Central,Clothing,Jacket,5,119.94,0.05,569.72,Email,Cancelled
ORD02794,2023-05-24,CUST0911,Other,45-54,South,Home & Kitchen,Air Fryer,1,150.2,0.1,135.18,Social Media,Completed
ORD02795,2023-07-06,CUST1132,Male,45-54,East,Books,Novel,1,36.02,0.1,32.42,Social Media,Completed
ORD02796,2023-08-06,CUST1116,Other,18-24,North,Beauty,Hair Mask,1,56.17,0.1,50.55,Social Media,Completed
ORD02797,2023-03-18,CUST0101,Other,25-34,South,Home & Kitchen,Air Fryer,2,185.16,0.0,370.32,Social Media,Completed
ORD02798,2023-08-11,CUST0137,Other,25-34,South,Books,Cook Book,2,36.56,0.0,73.12,Organic Search,Returned
ORD02799,2023-11-29,CUST0910,Female,25-34,North,Clothing,Sneakers,1,52.42,0.0,52.42,Organic Search,Completed
ORD02800,2023-05-03,CUST1148,Male,35-44,South,Clothing,Jeans,1,86.62,0.0,86.62,Organic Search,Completed
ORD02801,2023-09-17,CUST1049,Female,35-44,West,Home & Kitchen,Scented Candle,1,22.3,0.05,21.18,Social Media,Completed
ORD02802,2023-10-22,CUST0815,Male,45-54,West,Clothing,Sneakers,1,115.48,0.05,109.71,Social Media,Completed
ORD02803,2023-11-06,CUST0019,Other,35-44,North,Clothing,Sneakers,1,156.43,0.1,140.79,Direct,Completed
ORD02804,2023-11-15,CUST0618,Female,18-24,Central,Home & Kitchen,Coffee Maker,4,166.23,0.0,664.92,Direct,Completed
ORD02805,2023-07-23,CUST0678,Male,55+,South,Books,Self-Help Guide,2,11.76,0.0,23.52,Social Media,Completed
ORD02806,2023-11-26,CUST0940,Female,45-54,North,Beauty,Sunscreen,1,56.83,0.0,56.83,Social Media,Cancelled
ORD02807,2023-09-08,CUST0031,Female,35-44,East,Beauty,Sunscreen,1,21.45,0.1,19.3,Paid Ad,Completed
ORD02808,2023-04-24,CUST0296,Female,25-34,West,Electronics,Phone Case,5,35.58,0.0,177.9,Direct,Completed
ORD02809,2023-07-14,CUST0660,Other,45-54,East,Home & Kitchen,Blender,4,85.36,0.1,307.3,Direct,Completed
ORD02810,2023-08-30,CUST0892,Other,25-34,Central,Clothing,Jeans,1,19.74,0.1,17.77,Email,Completed
ORD02811,2023-05-21,CUST0606,Other,45-54,West,Beauty,Moisturiser,1,56.81,0.0,56.81,Paid Ad,Cancelled
ORD02812,2023-08-14,CUST0363,Male,35-44,North,Electronics,Smart Watch,1,23.86,0.0,23.86,Organic Search,Completed
ORD02813,2023-08-20,CUST0973,Male,25-34,South,Home & Kitchen,Scented Candle,1,46.98,0.05,44.63,Organic Search,Returned
ORD02814,2023-04-24,CUST0249,Other,45-54,North,Electronics,Smart Watch,3,289.5,0.2,694.8,Paid Ad,Cancelled
ORD02815,2023-07-31,CUST0016,Other,35-44,South,Electronics,Wireless Earbuds,3,116.19,0.1,313.71,Paid Ad,Completed
ORD02816,2023-09-11,CUST0499,Female,18-24,Central,Electronics,Wireless Earbuds,1,239.93,0.05,227.93,Paid Ad,Completed
ORD02817,2023-07-19,CUST0120,Other,25-34,Central,Home & Kitchen,Bed Sheets,1,136.88,0.0,136.88,Organic Search,Completed
ORD02818,2023-02-01,CUST0698,Other,18-24,West,Home & Kitchen,Blender,1,100.36,0.0,100.36,Email,Completed
ORD02819,2023-01-27,CUST0634,Male,55+,West,Home & Kitchen,Air Fryer,1,117.97,0.2,94.38,Organic Search,Returned
ORD02820,2023-06-18,CUST0705,Male,55+,Central,Home & Kitchen,Scented Candle,1,180.5,0.0,180.5,Paid Ad,Completed
ORD02821,2023-10-29,CUST1095,Female,45-54,West,Home & Kitchen,Air Fryer,2,212.1,0.0,424.2,Organic Search,Completed
